"id","cap-Shape","cap-Surface","cap-Color","bruises?","odor","gill-Attachment","gill-Spacing","gill-Size","gill-Color","stalk-Shape","stalk-Root","stalk-Surface-Above-Ring","stalk-Surface-Below-Ring","stalk-Color-Above-Ring","stalk-Color-Below-Ring","veil-Type","veil-Color","ring-Number","ring-Type","spore-Print-Color","population","habitat","edibility"
4132,"flat","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","woods","poisonous"
4133,"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","woods","poisonous"
4134,"convex","smooth","gray","False","creosote","free","close","narrow","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","woods","poisonous"
4135,"flat","fibrous","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","pink","partial","white","one","pendant","black","several","woods","edible"
4136,"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","solitary","grasses","poisonous"
4137,"convex","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","solitary","woods","poisonous"
4138,"flat","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","paths","poisonous"
4139,"flat","scaly","brown","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","black","several","woods","edible"
4140,"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","woods","poisonous"
4141,"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","solitary","woods","poisonous"
4142,"flat","scaly","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","several","woods","edible"
4143,"flat","scaly","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","black","several","woods","edible"
4144,"flat","smooth","gray","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","fibrous","white","white","partial","white","one","pendant","chocolate","several","urban","poisonous"
4145,"convex","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","solitary","paths","poisonous"
4146,"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4147,"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4148,"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4149,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4150,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","paths","poisonous"
4151,"flat","scaly","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","solitary","woods","edible"
4152,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
4153,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
4154,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
4155,"flat","fibrous","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","brown","several","woods","edible"
4156,"flat","scaly","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","brown","several","woods","edible"
4157,"flat","scaly","red","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","brown","solitary","woods","edible"
4158,"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
4159,"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","solitary","paths","poisonous"
4160,"flat","scaly","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","pink","partial","white","one","pendant","black","solitary","woods","edible"
4161,"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","solitary","grasses","poisonous"
4162,"flat","fibrous","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","white","partial","white","one","pendant","brown","several","woods","edible"
4163,"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","paths","poisonous"
4164,"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4165,"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","woods","poisonous"
4166,"flat","fibrous","cinnamon","False","none","free","crowded","narrow","white","enlarging","bulbous","fibrous","fibrous","white","brown","partial","white","one","evanescent","white","several","leaves","edible"
4167,"convex","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4168,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","solitary","grasses","poisonous"
4169,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
4170,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","solitary","grasses","poisonous"
4171,"convex","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","fibrous","smooth","white","white","partial","white","one","pendant","chocolate","scattered","urban","poisonous"
4172,"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4173,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
4174,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
4175,"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","paths","poisonous"
